tweetID,text_score,text_score_expansion,hashtag,hasURL,isReply,length,tweet_topic_time_diff,semantic_overlap,#entityTypes,#entities,organization_entities,person_entities,work_entities,event_entities,species_entities,places_entities,nFollowers,nFriends,nFavorties,nListed,isVerified,isGeoEnabled,twitterAge,#tweetsPosted,relevanceJudge
11314,-7.7867,-7.99643,0,1,0,56,13,0,1,1,1,0,0,0,0,0,364,195,0,22,0,0,3.303743,3651,1
11315,-16,-16,0,1,0,40,0,0,0,0,0,0,0,0,0,0,722,0,0,1,0,0,1.61428,294961,0
11316,-16,-16,0,0,0,37,15,0,0,0,0,0,0,0,0,0,1777,624,200,15,0,0,1.755339,13860,0
11317,-10.496,-16,0,0,1,100,3,0,2,4,3,1,0,0,0,0,355,1045,107,12,0,1,2.777286,9002,0
11318,-16,-16,0,1,0,119,2,0,0,0,0,0,0,0,0,0,876,1193,0,7,0,0,1.536597,168223,0
11319,-16,-16,1,1,0,96,9,0,0,2,0,0,0,0,0,0,258,275,0,12,0,0,2.144011,4282,1
11320,-16,-16,1,1,0,39,8,0,0,1,0,0,0,0,0,0,779,1421,1,21,0,0,1.829553,4526,0
11321,-9.98002,-9.6151,0,1,0,116,0,0,0,0,0,0,0,0,0,0,290,9,0,6,0,0,1.596596,25036,0
11322,-16,-16,0,1,0,116,0,0,1,2,0,0,2,0,0,0,5379,3804,0,47,0,0,1.944013,88787,0
11323,-16,-16,0,1,0,43,4,0,0,2,0,0,0,0,0,0,1643,304,3,88,0,0,1.769241,10251,1
11324,-16,-16,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1475,2001,0,6,0,0,1.443798,44850,0
11325,-9.87733,-10.0295,1,0,0,67,3,0,0,2,0,0,0,0,0,0,6935,2136,269,52,0,1,2.912277,101940,0
11326,-7.7871,-7.99682,0,1,0,62,13,0,0,2,0,0,0,0,0,0,536,255,5,2,0,1,2.224574,20973,1
11327,-16,-16,0,1,0,59,2,0,1,2,0,0,0,1,0,0,91,0,0,2,0,1,1.406856,2172,0
11328,-8.89842,-16,0,1,0,94,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11329,-16,-16,0,0,0,37,0,0,1,1,0,1,0,0,0,0,130,124,6,0,0,0,2.484009,1738,0
11330,-10.8212,-8.81263,1,1,0,112,2,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1.846554,430,0
11331,-16,-16,0,1,0,116,0,0,0,1,0,0,0,0,0,0,587,288,1,5,0,0,2.531816,42203,0
11332,-16,-16,0,0,0,19,0,0,0,0,0,0,0,0,0,0,364,328,46,0,0,0,2.94957,19181,0
11333,-16,-16,0,1,0,111,0,0,1,1,0,1,0,0,0,0,1163,1251,2,9,0,0,3.000947,961,0
11334,-16,-16,0,1,1,61,3,0,0,0,0,0,0,0,0,0,399,394,6,1,0,0,2.006829,2678,0
11335,-16,-16,1,1,0,44,4,0,0,2,0,0,0,0,0,0,3539,3534,0,46,0,0,2.107708,16948,0
11336,-16,-16,0,0,0,132,14,0,3,3,2,1,0,0,1,0,117,95,1,0,0,0,1.980602,7685,0
11337,-16,-16,0,1,0,52,0,0,2,2,1,0,0,1,0,0,200,714,1,2,0,0,1.068341,429,0
11338,-16,-16,0,0,0,123,7,0,1,6,0,0,1,0,0,0,7,50,0,1,0,0,1.25162,77,0
11339,-16,-9.46817,0,1,0,110,1,0,2,3,0,1,0,0,0,1,370,2002,0,1,0,0,1.301967,3662,0
11340,-9.42882,-9.26656,0,1,0,119,2,0,1,1,0,1,0,0,0,0,691,642,335,17,0,0,2.627132,7377,1
11341,-9.19338,-8.90872,0,0,0,119,0,1,1,1,1,0,0,0,0,0,397,665,9,12,0,0,2.760806,3802,0
11342,-16,-16,1,1,0,94,0,0,0,5,0,0,0,0,0,0,5536,65,0,286,0,0,3.196287,1923,0
11343,-16,-16,0,1,0,57,0,0,0,3,0,0,0,0,0,0,4031,1688,0,31,0,0,1.66585,524128,0
11344,-16,-16,0,0,0,132,9,0,1,6,1,0,0,0,0,0,69,146,0,2,0,0,2.374572,138,0
11345,-16,-16,1,1,0,114,8,0,3,5,2,1,2,0,0,0,36,33,0,0,0,0,2.350828,5078,0
11346,-16,-16,0,0,1,92,4,0,1,3,0,1,0,0,0,0,36,261,6,1,0,0,1.278155,1721,0
11347,-8.8055,-8.60876,0,0,1,34,3,1,1,1,1,0,0,0,0,0,150,147,2,2,0,0,1.596914,4777,0
11348,-16,-16,0,1,0,116,0,0,1,1,1,0,0,0,0,0,290,347,1,4,0,1,1.640412,9712,0
11349,-11.1254,-16,0,1,0,31,0,0,1,1,0,0,1,0,0,0,1138,382,0,9,0,1,2.223039,42451,0
11350,-16,-16,1,1,0,81,0,0,0,1,0,0,0,0,0,0,203,153,134,24,0,0,3.507656,575,0
11351,-16,-16,0,1,0,115,9,0,1,3,1,0,0,0,0,0,839,719,16,59,0,1,3.497501,24093,0
11352,-16,-16,1,1,0,86,5,0,0,3,0,0,0,0,0,0,6992,2453,79,557,0,0,3.842815,25416,0
11353,-16,-16,0,1,0,94,0,0,1,4,0,0,2,0,0,0,305,333,3,16,0,1,2.914339,346,0
11354,-16,-16,1,1,1,116,1,1,1,3,0,0,0,0,0,2,330,8,51,267,0,0,1.16107,151540,1
11355,-9.86531,-16,0,0,0,39,1,0,1,2,0,1,0,0,0,0,27,66,2,0,0,1,1.518666,1286,0
11356,-16,-16,1,0,0,140,0,0,0,0,0,0,0,0,0,0,188,163,1,3,0,1,2.495833,8635,0
11357,-16,-16,1,1,0,83,5,0,1,5,0,1,0,0,0,0,584,0,0,20,0,0,1.547773,25759,0
11358,-16,-16,0,1,0,120,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11359,-16,-16,0,0,0,71,0,0,2,2,1,1,0,0,0,0,869,625,6,58,0,0,1.254318,2691,0
11360,-16,-9.60871,1,1,0,94,4,1,1,3,0,0,0,0,0,1,112,158,0,4,0,0,1.221291,165,0
11361,-16,-16,0,0,0,22,0,0,0,0,0,0,0,0,0,0,593,798,2,4,0,1,1.456745,7464,0
11362,-16,-16,0,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11363,-16,-16,0,0,1,140,7,0,0,0,0,0,0,0,0,0,118,116,0,13,0,0,1.538139,2922,0
11364,-16,-16,0,1,1,110,1,1,3,5,1,0,1,0,0,1,1039,388,2,54,0,0,3.258767,21344,0
11365,-16,-16,0,0,0,53,0,0,1,1,0,1,0,0,0,0,194,179,20,0,0,0,1.373486,11304,0
11366,-10.5992,-10.2817,0,1,0,120,6,0,1,4,1,0,0,0,0,0,1817,1956,0,12,0,0,2.492722,14591,0
11367,-16,-16,0,0,0,33,4,0,0,1,0,0,0,0,0,0,650,397,96,23,0,0,2.787958,165165,0
11368,-16,-16,0,1,0,54,11,0,1,2,0,0,1,0,0,0,768,57,0,31,0,0,2.996861,1353,0
11369,-8.8042,-8.51753,1,1,0,112,16,0,0,1,0,0,0,0,0,0,1234,1,0,1,0,0,2.10567,348017,0
11370,-16,-16,0,0,0,140,2,0,0,1,0,0,0,0,0,0,14491,4168,3411,1919,0,0,4.516846,206180,0
11371,-8.99174,-9.44473,0,0,0,125,9,0,2,3,1,0,1,0,0,0,89,73,8,4,0,0,2.245013,3127,0
11372,-8.79537,-8.74271,1,0,0,134,0,0,0,0,0,0,0,0,0,0,2009,1964,2,80,0,1,1.616299,2004,1
11373,-16,-16,0,0,0,34,4,0,0,0,0,0,0,0,0,0,140,149,1,0,0,0,1.185724,631,0
11374,-13.0931,-12.4485,0,0,1,134,6,0,0,0,0,0,0,0,0,0,95,64,1,4,0,0,1.319571,263,0
11375,-16,-16,0,1,0,63,1,0,0,2,0,0,0,0,0,0,897,1286,3,43,0,1,1.16882,3104,0
11376,-16,-16,0,0,0,125,1,0,1,4,0,0,2,0,0,0,5038,4445,14,140,0,0,3.552641,20312,0
11377,-8.99322,-8.69607,0,1,0,116,7,0,0,1,0,0,0,0,0,0,3263,2591,0,19,0,0,2.276782,48131,0
11378,-16,-16,0,0,0,135,1,0,2,4,2,0,1,0,0,0,263,255,18,4,0,0,2.862514,11918,0
11379,-16,-16,1,1,0,47,0,0,0,1,0,0,0,0,0,0,1929,0,0,56,0,0,3.247409,61684,0
11380,-16,-16,0,1,0,79,4,0,0,1,0,0,0,0,0,0,715,1710,0,29,0,0,2.114676,9922,0
11381,-16,-16,0,1,0,116,2,0,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11382,-11.1242,-10.497,0,1,0,21,9,0,0,1,0,0,0,0,0,0,3172,3730,0,71,0,1,1.66089,8889,0
11383,-16,-9.60633,0,1,0,51,3,0,1,2,0,1,0,0,0,0,361,1242,13,16,0,1,2.99373,5025,0
11384,-16,-8.56492,0,1,0,116,9,0,0,6,0,0,0,0,0,0,2981,2933,0,31,0,0,2.352204,11342,0
11385,-16,-16,1,0,0,104,9,0,0,0,0,0,0,0,0,0,404,430,64,20,0,1,4.098023,10595,0
11386,-9.80821,-7.74627,0,1,0,46,10,0,0,2,0,0,0,0,0,0,305,620,3,2,0,0,3.388333,2438,1
11387,-9.05316,-8.99881,0,0,1,84,2,0,0,0,0,0,0,0,0,0,1542,428,158,31,0,0,2.484583,42624,0
11388,-16,-16,1,1,0,43,0,0,1,2,1,0,0,0,0,0,6577,4725,1,582,0,0,2.437784,245682,0
11389,-16,-16,0,1,0,101,9,0,0,2,0,0,0,0,0,0,457,456,0,8,0,0,2.223005,7699,0
11390,-16,-16,0,0,0,100,0,0,1,2,1,0,0,0,0,0,20193,118,0,502,0,0,2.850478,15212,0
11391,-16,-16,0,1,0,119,0,0,0,0,0,0,0,0,0,0,332,246,2,4,0,0,2.686385,6222,0
11392,-16,-16,0,1,0,61,0,0,0,3,0,0,0,0,0,0,103,202,1,0,0,1,3.034461,218,0
11393,-16,-16,1,1,0,89,2,0,1,1,1,0,0,0,0,0,79,0,0,8,0,0,1.202523,807,0
11394,-16,-16,1,0,0,123,4,0,3,5,2,1,2,0,0,0,60,90,0,0,0,0,1.853961,1166,0
11395,-16,-16,0,1,0,113,0,0,1,1,1,0,0,0,0,0,38891,55,0,1034,1,0,2.949881,52040,0
11396,-16,-16,0,1,0,42,0,0,0,0,0,0,0,0,0,0,2146,0,0,5,0,0,1.325633,158888,0
11397,-16,-16,0,1,0,110,13,0,1,3,0,3,0,0,0,0,1286,296,0,36,0,0,1.86195,26867,0
11398,-16,-16,1,0,0,75,0,0,2,2,1,0,1,0,0,0,72,83,4,4,0,0,2.647291,1653,0
11399,-16,-16,0,1,0,116,2,0,0,0,0,0,0,0,0,0,117,169,0,3,0,0,1.588872,3404,0
11400,-16,-16,0,1,0,50,2,0,4,5,1,1,0,1,0,1,7124,7886,0,56,0,1,2.199482,135860,0
11401,-16,-16,1,0,0,138,5,0,1,1,0,0,1,0,0,0,511,397,7,1,0,1,2.898111,32159,0
11402,-16,-16,1,1,0,113,2,0,2,3,1,2,0,0,0,0,5963,1161,6,650,0,0,3.498339,76546,0
11403,-16,-16,0,0,0,137,15,0,1,1,0,1,0,0,0,0,776,938,91,18,0,0,2.645829,11090,0
11404,-16,-16,0,1,0,114,7,1,1,4,0,0,2,0,0,0,3723,429,11,384,0,1,2.301354,15310,0
11405,-16,-16,0,1,0,108,0,0,0,0,0,0,0,0,0,0,175,117,437,18,0,0,4.287701,25276,0
11406,-16,-16,0,1,0,61,0,0,2,2,0,1,1,0,0,0,4150,4383,0,89,0,0,1.920142,428276,0
11407,-9.12008,-8.03121,0,1,0,120,0,0,1,7,2,0,0,0,0,0,570,0,0,2,0,0,1.272376,39561,0
11408,-16,-16,0,0,0,138,0,0,1,2,1,0,0,0,0,0,443,410,70,1,0,1,2.009392,27054,0
11409,-16,-16,1,1,0,82,4,0,1,2,0,0,1,0,0,0,2249,1070,269,1345,0,1,2.870738,42981,0
11410,-16,-16,0,0,1,70,0,0,0,2,0,0,0,0,0,0,209,346,147,4,0,0,2.490243,2493,0
11411,-16,-16,0,1,0,112,0,0,3,4,1,0,1,0,0,3,819,811,86,36,0,0,3.087014,2702,0
11412,-16,-16,1,1,0,107,0,0,0,0,0,0,0,0,0,0,1102,22,0,51,0,0,2.58344,74437,0
11413,-16,-16,1,1,0,70,0,0,1,2,1,0,0,0,0,0,156,76,0,4,0,0,1.544732,11273,0
11414,-16,-16,0,1,0,116,4,0,1,2,0,0,0,0,1,0,5482,6266,0,32,0,0,1.324105,490345,0
11415,-10.7809,-10.5989,1,1,0,93,2,0,0,3,0,0,0,0,0,0,2004,291,347,179,0,0,2.70681,163699,0
11416,-16,-7.65612,0,1,0,83,4,0,2,3,1,0,0,0,0,1,232,175,208,22,0,0,2.216242,6642,0
11417,-16,-16,1,1,0,109,5,0,1,2,0,2,0,0,0,0,3396,863,0,328,0,1,2.618635,13403,0
11418,-16,-16,0,0,0,140,2,0,0,5,0,0,0,0,0,0,225,290,161,24,0,0,2.990862,9975,0
11419,-16,-16,0,1,0,116,0,0,0,3,0,0,0,0,0,0,1070,3,0,59,0,1,2.971966,20684,0
11420,-16,-16,1,0,0,87,0,0,2,3,0,0,1,0,1,0,14,1,0,0,0,0,1.148279,8,0
11421,-16,-16,0,1,0,33,16,0,0,0,0,0,0,0,0,0,84,21,1,0,0,0,3.109169,34804,0
11422,-16,-16,1,0,0,31,0,0,1,1,0,0,1,0,0,0,121,93,8,0,0,1,3.516772,6037,0
11423,-16,-16,0,1,0,20,0,0,0,1,0,0,0,0,0,0,93,24,7,6,0,0,2.539727,292,0
11424,-7.34501,-7.58675,0,1,0,37,0,1,1,3,1,0,0,0,0,0,455,85,0,5,0,0,1.59114,21826,1
11425,-16,-16,0,1,0,88,6,0,1,5,1,0,0,0,0,0,731,162,0,11,0,0,1.643017,64219,0
11426,-7.34938,-7.48556,0,1,0,21,1,0,0,1,0,0,0,0,0,0,12,43,2,0,0,0,1.097711,156,1
11427,-7.35017,-7.56892,1,1,0,116,0,0,0,3,0,0,0,0,0,0,122,0,0,2,0,0,1.379852,13454,1
11428,-16,-16,0,1,0,114,3,0,2,4,2,1,0,0,0,0,1034,0,0,7,0,0,2.661526,68898,0
11429,-16,-16,0,0,0,43,3,0,0,1,0,0,0,0,0,0,161,156,1,2,0,0,1.123508,2930,0
11430,-7.83157,-8.2836,0,1,0,37,12,0,1,3,0,1,0,0,0,0,12,18,2,0,0,0,1.362804,78,0
11431,-16,-16,0,0,0,85,0,0,0,0,0,0,0,0,0,0,123,273,12,NA,0,1,2.705662,7807,0
11432,-16,-16,1,1,0,111,0,0,1,3,0,0,1,0,0,0,90,97,8,0,0,0,1.303147,1260,0
11433,-16,-16,0,1,0,41,6,0,0,0,0,0,0,0,0,0,3556,3761,0,23,0,0,2.642497,14898,0
11434,-16,-16,0,1,0,84,0,0,1,3,0,0,0,0,0,2,356,835,0,3,0,0,1.417417,21716,0
11435,-16,-16,1,0,0,89,2,0,0,0,0,0,0,0,0,0,522,478,7,1,0,0,1.300895,22650,0
11436,-7.35336,-7.48954,1,0,0,115,5,0,1,7,1,0,0,0,0,0,1380,102,361,60,0,0,2.947367,31994,0
11437,-16,-16,0,0,0,116,3,0,1,2,0,0,1,0,0,0,276,678,227,5,0,1,2.535118,6050,0
11438,-16,-16,0,0,0,44,2,0,0,1,0,0,0,0,0,0,664,456,7,38,0,0,2.598078,63898,0
11439,-16,-16,0,1,0,51,0,0,0,1,0,0,0,0,0,0,474,22,0,18,0,0,1.625317,200286,0
11440,-16,-16,0,0,0,63,1,0,1,3,0,0,2,0,0,0,7298,306,70,15,0,1,2.908116,28543,0
11441,-16,-16,0,0,0,53,1,0,0,0,0,0,0,0,0,0,99,255,32,0,0,0,2.029193,552,0
11442,-8.66457,-8.43153,0,1,0,116,4,0,0,1,0,0,0,0,0,0,154,162,3,1,0,1,2.26567,1151,0
11443,-16,-16,0,1,0,116,0,0,1,4,0,1,0,0,0,0,2198,816,1,114,0,1,2.774423,15618,0
11444,-16,-16,0,1,0,116,6,0,1,3,1,0,0,0,0,0,7803,8330,0,85,0,0,2.612016,62185,0
11445,-16,-16,0,1,0,119,0,0,1,4,0,0,1,0,0,0,264,0,0,3,0,0,1.548183,19542,0
11446,-16,-16,1,0,0,115,16,0,0,3,0,0,0,0,0,0,883,734,26,88,0,0,5.212507,36664,0
11447,-7.28171,-7.42728,0,0,1,67,0,0,0,1,0,0,0,0,0,0,1036,877,37,43,0,0,2.536177,66333,0
11448,-16,-16,0,1,0,26,5,0,1,1,0,0,0,0,0,1,1069,870,16,13,0,0,2.414627,31038,0
11449,-7.10744,-7.40349,0,0,0,139,3,1,2,3,0,1,0,0,0,1,179,1,0,13,0,0,2.518505,8310,1
11450,-16,-16,0,0,0,136,1,0,1,1,0,0,0,0,0,1,443,401,4,33,0,0,4.293971,4529,0
11451,-9.09771,-7.63002,0,1,0,41,13,1,1,2,1,0,0,0,0,0,78,59,0,1,0,0,2.956585,98,1
11452,-16,-16,1,1,0,119,14,0,2,7,0,0,1,0,0,2,108,42,0,2,0,0,1.264534,8699,0
11453,-8.63724,-8.80502,0,0,0,113,2,0,2,4,0,0,0,1,0,1,47,136,0,0,0,0,1.090628,76,0
11454,-16,-16,0,0,0,117,15,0,1,8,0,0,4,0,0,0,872,821,47,8,0,1,2.436916,36131,0
11455,-9.18361,-7.69398,0,1,0,48,2,0,1,2,1,0,0,0,0,0,11,105,0,0,0,0,1.385979,242,0
11456,-16,-16,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11457,-10.8332,-10.1317,0,1,0,113,0,0,1,3,1,0,0,0,0,0,1151,300,1,23,0,1,2.246831,114497,0
11458,-9.01193,-8.95247,1,0,1,100,0,0,1,2,2,0,0,0,0,0,105,287,22,5,0,0,3.906242,8712,0
11459,-16,-16,0,1,0,116,4,0,0,0,0,0,0,0,0,0,53,11,0,0,0,0,1.144936,2441,0
11460,-16,-16,1,1,0,98,1,0,1,3,1,0,0,0,0,0,601,1678,0,5,0,0,2.43002,160109,0
11461,-16,-16,0,0,0,62,14,0,0,0,0,0,0,0,0,0,1257,542,8,4,0,0,2.5654,20998,0
11462,-9.10736,-9.00708,0,1,0,59,13,0,1,3,0,0,2,0,0,0,111,45,0,6,0,0,1.977749,965,1
11463,-16,-16,0,1,0,44,2,0,2,3,0,0,1,0,0,1,32179,31795,0,255,0,0,2.521688,65195,0
11464,-16,-16,0,0,0,135,4,0,0,3,0,0,0,0,0,0,697,397,12,1,0,0,1.093001,16649,0
11465,-16,-16,0,0,1,104,0,0,0,1,0,0,0,0,0,0,761,577,21,18,0,0,3.067265,25570,0
11466,-8.57699,-8.22721,0,1,0,116,5,0,0,5,0,0,0,0,0,0,1004,1151,0,6,0,0,1.90195,14176,1
11467,-10.4041,-8.50128,0,1,0,59,0,0,0,1,0,0,0,0,0,0,207,420,0,6,0,0,1.664104,10441,0
11468,-10.4057,-8.50248,0,1,0,72,9,0,0,3,0,0,0,0,0,0,1684,110,2,97,0,0,2.945792,1494,0
11469,-16,-16,1,1,0,72,6,0,0,4,0,0,0,0,0,0,151658,2497,1,8760,0,0,3.352563,13988,0
11470,-16,-16,0,1,0,75,12,0,1,1,0,0,1,0,0,0,59,20,2,4,0,0,1.963389,3248,0
11471,-9.75091,-8.06346,0,0,0,34,4,0,2,2,0,0,1,0,0,1,745,735,29,6,0,1,1.812602,36511,0
11472,-16,-16,0,0,0,131,3,0,0,0,0,0,0,0,0,0,98,100,0,0,0,0,1.552336,3570,0
11473,-16,-16,0,1,0,64,1,0,2,3,1,0,0,0,0,1,4,23,1,0,0,0,1.546091,65,0
11474,-16,-16,0,1,0,116,8,0,0,5,0,0,0,0,0,0,1266,1712,0,5,0,1,1.371683,10171,0
11475,-7.78948,-7.96315,0,1,0,93,13,0,1,1,1,0,0,0,0,0,1553,753,0,21,0,1,2.234881,190663,1
11476,-16,-16,0,0,1,50,0,0,0,0,0,0,0,0,0,0,978,867,33,14,0,0,2.662328,29321,0
11477,-16,-16,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11478,-16,-16,0,1,0,116,6,0,1,4,2,0,0,0,0,0,595,125,0,24,0,0,3.010628,7152,0
11479,-7.63094,-8.00008,0,0,1,123,14,0,2,2,1,0,1,0,0,0,1145,1212,667,16,0,1,2.960405,44444,0
11480,-16,-16,0,0,0,29,16,0,0,0,0,0,0,0,0,0,197,173,132,0,0,0,1.62852,3152,0
11481,-8.58089,-8.71675,0,0,0,86,4,0,1,2,0,1,0,0,0,0,226,463,5,2,0,0,2.009686,3013,0
11482,-16,-16,0,1,0,48,0,0,0,0,0,0,0,0,0,0,1959,11,0,81,0,0,2.939168,6760,1
11483,-16,-16,1,0,0,60,0,0,0,0,0,0,0,0,0,0,295,70,4,3,0,0,1.741183,14147,0
11484,-10.8154,-8.91868,0,1,0,69,2,0,1,2,0,0,1,0,0,0,7519,1897,12,12,0,1,2.784311,16937,0
11485,-16,-16,0,0,1,119,6,0,1,4,0,0,1,0,0,0,927,993,79,9,0,0,2.406866,13342,0
11486,-9.14933,-9.77609,0,0,0,136,4,1,1,2,0,2,0,0,0,0,397,100,0,1,0,0,1.620537,57140,0
11487,-16,-16,1,1,0,75,4,0,1,2,0,1,0,0,0,0,999,99,11,58,0,0,2.808691,62471,0
11488,-16,-16,0,1,0,77,11,0,1,2,1,0,0,0,0,0,1044,0,0,46,0,0,2.322891,25405,0
11489,-10.021,-16,0,0,0,90,3,0,0,1,0,0,0,0,0,0,11646,286,1,449,1,0,4.047521,1298,0
11490,-7.34898,-7.59072,0,1,0,116,0,0,1,3,0,0,1,0,0,0,178,205,0,2,0,0,1.268477,1559,0
11491,-16,-16,0,1,0,25,1,0,0,1,0,0,0,0,0,0,5,11,0,0,0,0,1.153716,518,0
11492,-16,-16,0,1,0,65,0,0,2,4,1,1,0,0,0,0,1174,548,708,97,0,1,2.955989,32845,0
11493,-16,-16,0,1,0,81,0,0,1,4,1,0,0,0,0,0,428,1003,28,10,0,1,2.66144,6243,0
11494,-11.5741,-10.6933,0,0,1,77,16,0,1,5,0,0,1,0,0,0,119,46,424,4,0,1,2.545672,15268,0
11495,-16,-16,0,1,0,110,8,0,0,0,0,0,0,0,0,0,351,0,0,3,0,0,1.556261,12937,0
11496,-10.8579,-16,0,0,0,44,0,0,1,2,0,1,0,0,0,0,4,13,57,0,0,0,1.095273,66,0
11497,-16,-16,0,1,0,44,13,0,0,0,0,0,0,0,0,0,513,1408,2,0,0,0,3.635,1067,0
11498,-16,-16,0,1,0,116,0,0,0,1,0,0,0,0,0,0,912,473,0,31,0,1,2.141262,66593,0
11499,-16,-16,1,0,0,70,0,0,1,1,0,0,1,0,0,0,102,103,60,4,0,1,2.823813,7726,0
11500,-16,-16,0,0,0,53,13,0,1,1,0,0,1,0,0,0,192,149,140,1,0,1,1.26786,25240,0
11501,-16,-16,0,0,1,99,0,0,2,3,0,1,1,0,0,0,291,1514,15,5,0,0,2.44967,4433,0
11502,-9.2491,-7.22962,0,1,0,117,0,0,0,2,0,0,0,0,0,0,3090,2046,183,555,0,0,2.478338,6182,0
11503,-16,-16,0,1,0,49,6,0,0,1,0,0,0,0,0,0,2405,1360,0,4,0,0,1.944062,16506,0
11504,-16,-16,0,0,1,94,7,0,1,1,0,0,1,0,0,0,110,142,28,9,0,1,2.8119,5059,0
11505,-7.35535,-7.47582,0,1,0,116,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11506,-11.4177,-10.5703,0,1,0,116,0,0,0,3,0,0,0,0,0,0,3066,2571,0,64,0,0,1.617024,85111,0
11507,-10.8988,-16,0,0,0,79,4,0,1,2,0,2,0,0,0,0,52,174,1,3,0,1,4.609827,318,0
11508,-9.01233,-8.9876,0,1,0,101,0,0,0,0,0,0,0,0,0,0,149,115,0,5,0,0,1.59005,576,0
11509,-16,-16,0,0,1,91,0,0,0,0,0,0,0,0,0,0,586,586,65,37,0,0,2.775279,26994,0
11510,-16,-16,0,0,0,19,1,1,0,1,0,0,0,0,0,0,48,142,7,0,0,0,1.700231,282,0
11511,-16,-16,0,0,1,67,0,0,0,1,0,0,0,0,0,0,299,292,188,8,0,0,1.550618,2192,0
11512,-16,-16,1,0,0,56,0,0,1,3,0,0,0,0,0,1,306,456,28,8,0,1,2.770714,17368,0
11513,-6.08914,-6.5035,0,1,0,119,7,0,0,1,0,0,0,0,0,0,112,103,0,0,0,0,1.51936,1810,0
11514,-16,-16,0,0,0,80,0,0,2,4,1,0,1,0,0,0,9,24,1,0,0,0,1.102681,42,0
11515,-16,-16,0,1,0,41,0,0,1,1,0,0,1,0,0,0,57247,62953,49,2941,0,0,2.999026,66771,0
11516,-16,-16,1,1,0,116,7,0,1,2,0,0,0,0,0,1,506,551,0,6,0,0,1.25725,2185,0
11517,-9.83692,-8.00901,0,1,0,114,0,0,1,3,2,0,0,0,0,0,2140,1874,1,17,0,0,2.815805,30070,0
11518,-16,-16,0,1,0,53,5,0,2,4,1,0,1,0,0,0,2094,2209,5,45,0,1,2.887702,90964,0
11519,-16,-16,0,0,0,47,11,0,2,3,1,0,1,0,0,0,158,143,2,4,0,0,1.984512,1970,0
11520,-16,-16,0,1,0,45,0,0,0,1,0,0,0,0,0,0,271,357,0,1,0,0,1.877909,2553,0
11521,-10.6753,-10.2079,0,1,0,114,14,0,1,2,1,0,0,0,0,0,688,6,0,28,0,0,4.1715,30992,0
11522,-16,-16,0,1,0,116,0,0,0,4,0,0,0,0,0,0,55,0,0,1,0,0,1.367439,1024,0
11523,-16,-16,0,0,0,133,10,0,0,2,0,0,0,0,0,0,949,605,45,48,0,1,3.787709,4802,0
11524,-9.33913,-9.16114,1,1,0,53,6,0,0,2,0,0,0,0,0,0,2034,6,0,38,0,1,1.73748,368614,0
11525,-16,-16,0,0,1,77,11,0,0,0,0,0,0,0,0,0,7486,1213,217,223,0,0,3.084301,203186,0
11526,-16,-16,0,1,0,45,13,0,0,3,0,0,0,0,0,0,110,0,0,0,0,0,1.556416,5487,0
11527,-8.58248,-8.71834,1,0,0,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11528,-9.01034,-8.98561,0,1,0,54,1,1,1,2,0,0,0,0,0,1,1600,1856,0,1,0,1,1.139876,15137,0
11529,-16,-16,0,0,0,140,0,0,0,1,0,0,0,0,0,0,1850,783,76,109,0,0,1.890232,15598,0
11530,-16,-16,0,1,0,116,7,0,2,4,0,2,0,0,0,1,3823,175,5,17,0,0,1.287282,1795,0
11531,-16,-16,0,0,0,56,0,0,1,1,1,0,0,0,0,0,445,270,8,5,0,0,1.488762,23690,0
11532,-16,-16,1,1,0,116,4,0,0,1,0,0,0,0,0,0,1853,88,2,17,0,0,2.138555,313812,0
11533,-16,-9.6107,0,1,0,116,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11534,-10.4101,-8.50575,1,0,0,132,1,0,1,2,0,0,0,0,0,2,19,16,1,2,0,0,1.082077,13,0
11535,-16,-16,0,0,0,30,11,0,0,0,0,0,0,0,0,0,301,105,20,51,0,0,1.847169,42510,0
11536,-16,-16,0,1,0,56,8,0,0,1,0,0,0,0,0,0,48,247,1,3,0,1,1.103349,497,1
11537,-16,-16,0,1,1,102,1,1,1,2,1,0,0,0,0,0,245,37,0,9,0,0,2.051088,7769,0
11538,-16,-16,0,0,0,140,0,0,2,4,0,1,1,0,0,0,166,422,23,7,0,0,4.064785,3436,0
11539,-16,-16,0,0,0,107,5,0,0,0,0,0,0,0,0,0,55,82,0,1,0,0,1.643001,1877,0
11540,-16,-16,0,1,0,47,2,0,0,2,0,0,0,0,0,0,114,194,5,6,0,0,3.101128,710,0
